id,1,2,3,4,5,6,7,8,9,10
0,113.6018737,87.64547638,72.26934196,66.37364068,55.76798727,52.32634643,48.37581506,43.71538064,40.00482213,36.61653814
1,84.23411454,55.60649439,40.8905915,36.39021792,28.23888701,26.03391211,22.86711838,20.56313686,18.33478362,15.98738542
2,76.33259177,59.91938048,51.57308872,48.10085729,41.37595852,41.12433341,38.49390819,36.44848887,34.18544607,31.09975682
3,1183.226136,1062.84016,1004.956966,1018.819619,993.1681648,971.2656356,991.4812133,979.8504912,970.683051,979.3606884
4,76.99958252,57.03128632,47.62700822,44.212166,37.3189037,36.37202736,33.41149492,31.71532492,28.98562449,26.53593892
5,2039.17379,2057.403439,1987.037271,2017.269211,2028.191929,2006.405316,2067.302714,2019.287489,2007.40877,2092.469026
6,974.4761066,897.7575114,817.6218961,811.0259085,781.7226421,745.3098217,736.1986594,712.1581446,697.4285004,1169.93094
7,83.20438078,57.51811836,45.62245365,41.07912151,34.42558369,32.80234478,30.12031919,27.36596259,25.49290046,23.16864834
8,113.6018737,80.36670713,64.13562617,58.55110719,48.90110532,46.58133852,44.30067881,39.98482471,37.24806511,34.3705468
9,183.8646704,145.692757,127.395956,124.5615536,114.2284054,111.6981339,110.4872357,105.6255191,99.78321672,96.90198464
10,72.82796383,50.53670985,41.60415325,38.87689052,33.18838615,32.17532968,30.25616605,27.45367394,25.95333194,23.66033459
11,136.5512497,99.91301925,85.35337572,79.36043942,70.65437273,68.53879943,66.12851198,62.20279908,57.86426447,54.8718244
12,118.9139355,95.02119766,83.55457407,81.72010052,72.31271658,72.05285882,69.14460249,65.95020582,62.28994398,59.17504998
13,330.6630893,249.4853011,215.3791579,207.8881095,190.2996624,178.7699887,175.2826826,162.9429273,150.9577506,149.0676158
14,232.2002161,88.10241988,68.12879787,61.71950454,51.27483059,48.40968999,43.40176029,36.78168386,32.7761134,28.83529045
15,1926.384097,1947.496538,1869.263907,1884.843363,1863.291823,1821.835886,1860.31294,1813.293348,1786.118306,1787.905318
16,224.2810606,163.8251991,136.7152096,128.0089265,112.8320015,106.1762023,101.1495384,92.27746849,84.63941022,81.9164643
17,182.819623,154.4545688,137.2082713,133.0865941,121.5590314,121.5468761,118.7000829,114.6059818,108.8205288,107.007615
18,71.19339164,54.1847769,45.9888971,42.79836924,36.22682984,35.00881896,32.5409729,30.89517429,28.27562143,25.81614316
19,210.1454689,167.0010333,144.3585305,141.3020786,127.9705296,126.3934929,124.960789,119.569764,113.1144344,111.4972581
20,109.1365663,84.85127347,72.99566093,67.82968968,58.0091061,56.12604696,53.18093673,49.29881282,45.61789164,42.22447377
21,234.5807786,181.6896479,159.62064,155.6795924,145.9406453,141.50004,140.6817152,136.3465764,127.8937703,128.4834369
22,1047.749699,925.2833362,859.2844431,847.5077638,831.2245708,801.9129012,811.1881299,788.0015052,763.4136342,786.7417109
23,62.82166512,43.89937135,34.77504389,31.60451531,25.67967955,24.01551308,21.75405115,19.38306991,17.94658776,16.11740913
24,74.03959369,53.64026507,44.30067881,40.29389626,34.57738999,33.14195492,30.72571727,28.42872279,25.87300119,23.48589434
